estado	visitas
Ags	0
BC	0
BCS	0
Cam	0
Coah	0.01
Col	0
Chis	0.02
Chi	0
DF	0.31
Dgo	0
Gto	0.01
Gro	0.01
Hgo	0.05
Jal	0.04
Mex	0.06
Mich	0.01
Mor	0.02
Nay	0
NL	0.02
Oax	0.04
Qro	0.01
QRoo	0.02
SLP	0
Sin	0
Son	0
Tab	0.03
Tam	0.01
Tlax	0.12
Ver	0.18
Yuc	0
Zac	0
