estado	visitas
Ver	0.01
BC	0
BCS	0
Son	0
Ags	0.01
Col	0
Chis	0
Cam	0
Coah	0.01
Chi	0
DF	0.21
Tam	0
Tlax	0
Jal	0.03
SLP	0.06
Sin	0
Tab	0
Oax	0
Pue	0.01
Gto	0.26
Dgo	0
Hgo	0.09
Gro	0.03
Mex	0.17
Mor	0.01
Mich	0.03
NL	0.01
Nay	0
Yuc	0.01
QRoo	0.01
Zac	0.01
