estado	visitas
BC	0
BCS	0
Cam	0.01
Coah	0.03
Col	0.01
Chis	0
Chi	0.01
DF	0.17
Dgo	0.03
Gto	0.12
Gro	0
Hgo	0
Jal	0.17
Mex	0.04
Mich	0
Mor	0
Nay	0
NL	0.03
Oax	0
Pue	0.03
Qro	0.04
QRoo	0
SLP	0.03
Sin	0
Son	0
Tab	0
Tam	0
Tlax	0
Ver	0.01
Yuc	0.01
Zac	0.23
