estado	visitas
Ver	0.02
BC	0.01
BCS	0
Son	0
Ags	0.03
Col	0.01
Chis	0
Cam	0
Coah	0.01
Chi	0
DF	0.18
Tam	0.02
Tlax	0
Jal	0.11
SLP	0.04
Sin	0
Tab	0.01
Oax	0
Pue	0.02
Dgo	0
Hgo	0.05
Gro	0.01
Mex	0.13
Qro	0.21
Mor	0
Mich	0.04
NL	0.03
Nay	0
Yuc	0
QRoo	0.01
Zac	0.01
