estado	visitas
Ver	0.05
BC	0
BCS	0
Son	0.01
Ags	0
Col	0
Chis	0
Cam	0.01
Coah	0
Chi	0
DF	0.36
Tam	0.01
Tlax	0.03
Jal	0.01
SLP	0.01
Sin	0
Tab	0
Oax	0
Pue	0.1
Gto	0.05
Dgo	0
Gro	0.01
Mex	0.26
Qro	0.08
Mor	0.01
Mich	0
NL	0.01
Nay	0
Yuc	0.01
QRoo	0.01
Zac	0.01
