estado	visitas
Ags	0
BC	0
BCS	0
Cam	0
Coah	0.13
Col	0
Chis	0
DF	0.47
Dgo	0
Gto	0
Gro	0
Hgo	0
Jal	0.07
Mex	0.03
Mich	0
Mor	0
Nay	0.03
NL	0
Oax	0.03
Pue	0.07
Qro	0
QRoo	0
SLP	0
Sin	0
Son	0.1
Tab	0
Tam	0
Tlax	0
Ver	0
Yuc	0.03
Zac	0.03
