estado	visitas
Ver	0.03
BC	0
BCS	0
Son	0
Ags	0
Col	0
Chis	0.01
Cam	0.03
Coah	0
Chi	0
DF	0.37
Tam	0.01
Tlax	0
Jal	0.02
SLP	0
Sin	0
Tab	0.02
Oax	0
Pue	0.03
Gto	0.02
Dgo	0
Hgo	0.01
Gro	0.02
Mex	0.09
Qro	0.02
Mor	0.01
Mich	0
NL	0.07
Nay	0
Yuc	0.21
Zac	0
