estado	visitas
Ags	0
BC	0
BCS	0
Coah	0.01
Col	0
Chis	0.03
Chi	0
DF	0.06
Dgo	0.01
Gto	0.01
Gro	0
Hgo	0.01
Jal	0.04
Mex	0.01
Mich	0
Mor	0
Nay	0
NL	0
Oax	0
Pue	0
Qro	0
QRoo	0.09
SLP	0
Sin	0
Son	0
Tab	0.23
Tam	0.01
Tlax	0
Ver	0.06
Yuc	0.41
Zac	0
