estado	visitas
Ver	0.14
BC	0
BCS	0
Son	0.01
Ags	0.01
Col	0
Chis	0.01
Cam	0
Coah	0
Chi	0.01
DF	0.29
Tam	0
Tlax	0.13
Jal	0.02
SLP	0.01
Sin	0
Tab	0.04
Oax	0.04
Gto	0.01
Dgo	0
Hgo	0.03
Gro	0.02
Mex	0.12
Qro	0.02
Mor	0.06
Mich	0.01
NL	0.01
Nay	0
Yuc	0.01
QRoo	0
Zac	0
