estado	visitas
Ags	0.01
BC	0
BCS	0.01
Cam	0.12
Coah	0.01
Col	0
Chis	0.16
Chi	0
DF	0.17
Dgo	0
Gto	0.01
Gro	0.01
Hgo	0
Jal	0.03
Mex	0.03
Mich	0
Mor	0
Nay	0.01
NL	0.05
Oax	0.01
Pue	0.09
Qro	0
QRoo	0.04
SLP	0
Sin	0
Son	0
Tam	0.01
Tlax	0
Ver	0.13
Yuc	0.13
Zac	0
