estado	visitas
Ver	0.02
BC	0.01
BCS	0.01
Son	0.02
Ags	0.03
Col	0.03
Chis	0.01
Cam	0.01
Coah	0.02
Chi	0.01
DF	0.22
Tam	0.01
Tlax	0
SLP	0.02
Sin	0.05
Tab	0.01
Oax	0.01
Pue	0.03
Gto	0.07
Dgo	0.01
Hgo	0.02
Gro	0.01
Mex	0.08
Qro	0.04
Mor	0.01
Mich	0.06
NL	0.04
Nay	0.11
Yuc	0.01
QRoo	0.01
Zac	0.02
