estado	visitas
Ags	0.01
BC	0
BCS	0.03
Cam	0
Coah	0.03
Col	0
Chis	0
Chi	0.01
DF	0.26
Dgo	0.04
Gto	0.01
Gro	0
Hgo	0
Jal	0.26
Mex	0.03
Mich	0
Mor	0
Nay	0.04
NL	0.03
Oax	0
Pue	0
Qro	0
QRoo	0
SLP	0
Son	0.19
Tab	0
Tam	0
Tlax	0
Ver	0.01
Yuc	0
Zac	0.01
