estado	visitas
Ags	0
BC	0
BCS	0
Cam	0
Coah	0
Chis	0
Chi	0.03
DF	0.23
Dgo	0
Gto	0.1
Gro	0
Hgo	0
Jal	0.43
Mex	0.03
Mich	0.03
Mor	0
Nay	0.03
NL	0
Oax	0
Pue	0
Qro	0
QRoo	0.03
SLP	0
Sin	0
Son	0.03
Tab	0.03
Tam	0
Tlax	0
Ver	0
Yuc	0
Zac	0
