estado	visitas
Ver	5
BC	0
BCS	3
Son	1
Ags	0
Col	1
Chis	2
Cam	2
Coah	0
Chi	0
DF	184
Tam	3
Tlax	0
Jal	10
SLP	1
Sin	3
Tab	1
Oax	0
Pue	20
Gto	12
Dgo	0
Hgo	2
Gro	215
Mex	31
Qro	9
Mor	11
Mich	11
NL	4
Nay	0
Yuc	0
QRoo	1
Zac	0
