estado	visitas
BC	0
BCS	0
Son	0
Ags	0
Col	0
Chis	0.02
Cam	0.02
Coah	0
Chi	0
DF	0.21
Tam	0.07
Tlax	0.03
Jal	0.02
SLP	0.02
Sin	0
Tab	0.08
Oax	0.05
Pue	0.24
Gto	0.01
Dgo	0
Hgo	0.04
Gro	0
Mex	0.07
Qro	0.03
Mor	0.01
Mich	0
NL	0.02
Nay	0
Yuc	0.02
QRoo	0.05
Zac	0
