estado	visitas
Ver	8
BC	4
BCS	5
Son	4
Ags	3
Col	2
Chis	4
Cam	1
Coah	29
Chi	4
DF	72
Tam	28
Tlax	0
Jal	19
SLP	7
Sin	8
Tab	1
Oax	2
Pue	4
Gto	12
Dgo	3
Hgo	3
Gro	2
Mex	13
Qro	8
Mor	0
Mich	1
Nay	1
Yuc	2
QRoo	26
Zac	6
