estado	visitas
Ags	0.01
BC	0.01
BCS	0
Cam	0.03
Coah	0.01
Col	0
Chis	0.04
Chi	0.01
DF	0.32
Dgo	0
Gto	0.01
Gro	0
Hgo	0.02
Jal	0.08
Mex	0.07
Mich	0.01
Mor	0.01
Nay	0
NL	0.09
Oax	0.01
Pue	0.03
Qro	0.01
SLP	0.01
Sin	0
Son	0
Tab	0.02
Tam	0.01
Tlax	0
Ver	0.04
Yuc	0.14
Zac	0
