estado	visitas
Ver	9
BC	1
BCS	8
Son	16
Ags	10
Col	8
Chis	5
Cam	0
Coah	16
Chi	3
DF	108
Tam	6
Tlax	0
Jal	1536
SLP	9
Sin	30
Tab	7
Oax	3
Pue	7
Gto	27
Dgo	4
Hgo	5
Gro	6
Mex	22
Qro	11
Mor	3
Mich	13
NL	33
Nay	14
Yuc	5
QRoo	21
Zac	10
