estado	visitas
Ags	0
BC	0
BCS	0
Cam	0
Coah	0.01
Col	0.01
Chis	0
Chi	0
DF	0.18
Dgo	0
Gto	0.01
Gro	0
Hgo	0.06
Jal	0.01
Mex	0.03
Mich	0.01
Mor	0
Nay	0
NL	0
Oax	0.03
Pue	0.54
Qro	0.01
QRoo	0
SLP	0
Sin	0
Son	0
Tab	0
Tam	0
Ver	0.09
Yuc	0
Zac	0
