estado	visitas
Ver	0
BC	3
BCS	2
Son	18
Ags	1
Col	0
Chis	0
Cam	0
Coah	5
Chi	4
DF	27
Tam	2
Tlax	0
Jal	19
SLP	3
Tab	2
Oax	1
Pue	0
Gto	3
Dgo	7
Hgo	3
Gro	0
Mex	3
Qro	3
Mor	3
Mich	0
NL	15
Nay	1
Yuc	1
QRoo	1
Zac	0
