estado	visitas
Ver	4
BC	0
BCS	0
Son	1
Ags	2
Col	2
Chis	0
Cam	0
Coah	3
Chi	1
DF	67
Tam	3
Tlax	1
Jal	9
SLP	4
Sin	1
Tab	1
Oax	2
Pue	2
Gto	30
Dgo	2
Hgo	5
Gro	0
Mex	20
Qro	542
Mor	1
Mich	4
NL	2
Nay	0
Yuc	3
QRoo	4
Zac	0
