estado	visitas
Ver	495
BC	488
BCS	515
Son	494
Ags	474
Col	472
Chis	463
Cam	490
Coah	535
Chi	496
DF	500
Tam	511
Tlax	484
Jal	487
SLP	504
Sin	479
Tab	537
Oax	522
Pue	484
Gto	524
Dgo	526
Hgo	520
Gro	544
Mex	517
Qro	468
Mor	478
Mich	538
NL	460
Nay	515
Yuc	492
QRoo	498
Zac	460
