estado	visitas
Ver	9
BC	1
BCS	2
Son	4
Ags	5
Col	2
Chis	1
Cam	2
Coah	2
Chi	3
DF	87
Tam	4
Tlax	2
Jal	32
SLP	10
Sin	7
Tab	2
Oax	2
Pue	5
Dgo	2
Hgo	4
Gro	2
Mex	16
Qro	28
Mor	2
Mich	8
NL	6
Nay	2
Yuc	1
QRoo	4
Zac	7
