estado	visitas
Ver	0.15
BC	0
BCS	0
Son	0.01
Ags	0
Col	0.01
Chis	0.03
Cam	0.01
Coah	0.01
Chi	0
DF	0.32
Tam	0.01
Tlax	0.08
Jal	0.02
SLP	0.02
Sin	0
Tab	0.05
Oax	0.04
Gto	0.03
Dgo	0
Hgo	0.03
Gro	0.02
Mex	0.05
Qro	0
Mor	0.02
Mich	0
NL	0.03
Nay	0
Yuc	0.02
QRoo	0.03
Zac	0
