estado	visitas
Ver	0.01
BC	0
BCS	0
Son	0.02
Col	0
Chis	0.01
Cam	0
Coah	0.01
Chi	0
DF	0.21
Tam	0
Tlax	0
Jal	0.2
SLP	0.05
Sin	0.01
Tab	0.01
Oax	0.01
Pue	0.01
Gto	0.17
Dgo	0
Hgo	0.01
Gro	0
Mex	0.1
Qro	0.05
Mor	0
Mich	0.01
NL	0.01
Nay	0
Yuc	0
QRoo	0.01
Zac	0.07
