estado	visitas
Ver	13
BC	0
BCS	0
Son	0
Ags	1
Col	1
Cam	4
Coah	0
Chi	1
DF	49
Tam	3
Tlax	0
Jal	7
SLP	2
Sin	0
Tab	24
Oax	6
Pue	21
Gto	3
Dgo	0
Hgo	1
Gro	1
Mex	11
Qro	5
Mor	3
Mich	1
NL	11
Nay	0
Yuc	9
QRoo	10
Zac	0
