estado	visitas
Ver	0.02
BC	0
BCS	0.01
Son	0
Ags	0
Col	0
Chis	0.01
Cam	0.01
Coah	0
Chi	0
DF	0.58
Tam	0.01
Tlax	0
Jal	0.03
SLP	0
Sin	0.01
Tab	0
Oax	0
Pue	0.06
Gto	0.04
Dgo	0
Hgo	0.01
Mex	0.1
Qro	0.03
Mor	0.03
Mich	0.03
NL	0.01
Nay	0
Yuc	0
QRoo	0
Zac	0
