estado	visitas
Ver	0.03
BC	0
BCS	0
Son	0
Ags	0
Col	0
Chis	0.05
Cam	0.09
Coah	0.01
Chi	0
DF	0.26
Tam	0.01
Tlax	0
Jal	0.03
SLP	0
Sin	0.01
Tab	0.15
Oax	0
Pue	0.04
Gto	0
Dgo	0
Hgo	0
Gro	0.01
Mex	0.05
Qro	0.03
Mor	0.01
Mich	0.01
NL	0.01
Nay	0
QRoo	0.21
Zac	0
