estado	visitas
Ags	0.01
BC	0.03
BCS	0.01
Cam	0
Coah	0.13
Col	0
Chis	0.03
Chi	0.02
DF	0.18
Dgo	0.01
Gto	0.01
Gro	0.01
Hgo	0.01
Jal	0.08
Mex	0.02
Mich	0
Mor	0
Nay	0.01
NL	0
Oax	0.02
Pue	0.02
Qro	0
QRoo	0.17
SLP	0.02
Sin	0.04
Son	0.01
Tab	0.01
Tam	0.1
Tlax	0
Ver	0.03
Yuc	0
Zac	0
