estado	visitas
Ags	0.01
BC	0
BCS	0
Cam	0.01
Coah	0
Col	0.01
Chis	0
Chi	0.01
DF	0.15
Dgo	0.14
Gto	0.01
Gro	0
Hgo	0.01
Jal	0.12
Mex	0.01
Mich	0.01
Mor	0.01
Nay	0.01
NL	0.21
Oax	0.01
Pue	0.01
Qro	0.02
QRoo	0.09
SLP	0.02
Sin	0.04
Son	0.02
Tab	0.01
Tam	0.04
Tlax	0
Ver	0.01
Yuc	0.01
Zac	0.01
