estado	visitas
Ags	0
BC	0
BCS	0
Cam	0.29
Coah	0
Col	0
Chis	0.02
Chi	0.01
DF	0.16
Dgo	0
Gto	0.01
Gro	0
Hgo	0.01
Jal	0.02
Mex	0.02
Mich	0.01
Mor	0
Nay	0
NL	0.01
Oax	0
Pue	0.01
Qro	0.02
QRoo	0.32
SLP	0
Sin	0
Son	0
Tab	0.05
Tam	0
Tlax	0.01
Ver	0.02
Zac	0
