estado	visitas
Ver	3
BC	1
BCS	0
Son	0
Ags	0
Col	0
Chis	1
Cam	0
Coah	2
Chi	229
DF	18
Tam	1
Tlax	0
Jal	6
SLP	1
Sin	2
Tab	1
Oax	0
Pue	2
Gto	5
Dgo	1
Hgo	0
Gro	1
Mex	3
Qro	2
Mor	1
Mich	0
NL	7
Nay	0
Yuc	0
QRoo	3
Zac	1
