estado	visitas
Ags	0
BC	0.01
BCS	0.01
Cam	0.01
Coah	0.01
Col	0.01
Chis	0.04
Chi	0.01
DF	0.21
Dgo	0
Gto	0.03
Gro	0.02
Hgo	0.02
Jal	0.03
Mex	0.05
Mich	0.01
Mor	0
Nay	0.01
NL	0.03
Oax	0.06
Pue	0.13
Qro	0.01
QRoo	0.14
SLP	0.01
Sin	0
Son	0
Tab	0.05
Tam	0.05
Tlax	0.01
Ver	0
Yuc	0.02
Zac	0.01
