estado	visitas
Ags	0.01
BC	0
BCS	0.01
Cam	0
Coah	0.01
Col	0
Chis	0.01
Chi	0.02
DF	0.21
Dgo	0
Gto	0
Gro	0.06
Hgo	0.01
Jal	0.13
Mex	0.05
Mich	0.03
Mor	0.01
Nay	0.03
NL	0.06
Oax	0.02
Pue	0.03
Qro	0.14
QRoo	0.03
SLP	0.01
Sin	0.01
Son	0
Tab	0.01
Tam	0.04
Tlax	0
Ver	0.02
Yuc	0
Zac	0.01
