estado	visitas
Ver	0.09
BC	0
BCS	0
Son	0
Ags	0
Col	0
Cam	0.02
Coah	0
Chi	0
DF	0.21
Tam	0
Tlax	0
Jal	0.01
SLP	0
Sin	0
Tab	0.29
Oax	0.11
Pue	0.07
Gto	0
Dgo	0
Hgo	0
Gro	0
Mex	0.06
Qro	0
Mor	0
Mich	0.01
NL	0.05
Nay	0
Yuc	0.04
QRoo	0.04
Zac	0
