estado	visitas
Ver	0.03
BC	0.01
BCS	0.02
Son	0.01
Ags	0.01
Col	0.01
Chis	0.01
Cam	0
Coah	0.1
Chi	0.01
DF	0.26
Tam	0.1
Tlax	0
Jal	0.07
SLP	0.02
Sin	0.03
Tab	0
Oax	0.01
Pue	0.01
Gto	0.04
Dgo	0.01
Hgo	0.01
Gro	0.01
Mex	0.05
Qro	0.03
Mor	0
Mich	0
Nay	0
Yuc	0.01
QRoo	0.09
Zac	0.02
