estado	visitas
Ver	0.11
BC	0
BCS	0
Son	0.01
Ags	0
Col	0
Chis	0.06
Cam	0
Coah	0.01
Chi	0.01
DF	0.35
Tam	0
Tlax	0.02
Jal	0.01
SLP	0
Sin	0
Tab	0.01
Pue	0.18
Gto	0.02
Dgo	0
Hgo	0.01
Gro	0.01
Mex	0.09
Qro	0.01
Mor	0.04
Mich	0
NL	0.01
Nay	0
Yuc	0
QRoo	0.01
Zac	0
