estado	visitas
Ags	0
BC	0.05
BCS	0
Cam	0.02
Coah	0.02
Chis	0.02
Chi	0
DF	0.19
Dgo	0
Gto	0.05
Gro	0.02
Hgo	0
Jal	0.19
Mex	0.07
Mich	0.05
Mor	0
Nay	0
NL	0.05
Oax	0
Pue	0.07
Qro	0.05
QRoo	0.02
SLP	0
Sin	0
Son	0.02
Tab	0.02
Tam	0.02
Tlax	0.02
Ver	0.02
Yuc	0
Zac	0
