estado	visitas
Ver	0.16
BC	0
BCS	0
Son	0
Ags	0
Col	0.01
Chis	0.28
Cam	0.1
Coah	0
Chi	0
DF	0.17
Tam	0.01
Tlax	0
Jal	0.01
SLP	0
Sin	0
Oax	0.01
Pue	0.05
Gto	0
Dgo	0
Hgo	0.01
Gro	0
Mex	0.06
Qro	0
Mor	0.02
Mich	0
NL	0.03
Nay	0
Yuc	0.04
QRoo	0.07
Zac	0
