estado	visitas
Ver	5
BC	0
BCS	0
Son	1
Ags	1
Col	0
Chis	4
Cam	1
Coah	1
Chi	0
DF	67
Tam	1
Tlax	0
Jal	7
SLP	1
Sin	2
Tab	2
Oax	0
Pue	13
Gto	2
Dgo	1
Gro	2
Mex	25
Qro	13
Mor	0
Mich	1
NL	3
Nay	2
Yuc	0
QRoo	5
Zac	0
