estado	visitas
Ver	0.01
BC	0
BCS	0.01
Son	0.23
Ags	0
Col	0
Chis	0
Cam	0
Coah	0.01
Chi	0
DF	0.2
Tam	0
Tlax	0
Jal	0.28
SLP	0.01
Tab	0
Oax	0
Pue	0.01
Gto	0.05
Dgo	0.01
Hgo	0
Gro	0
Mex	0.02
Qro	0
Mor	0.02
Mich	0.01
NL	0.04
Nay	0.05
Yuc	0
QRoo	0.01
Zac	0
