estado	visitas
Ver	3
BC	2
BCS	102
Son	2
Ags	0
Col	0
Chis	0
Cam	0
Coah	0
Chi	0
DF	25
Tam	1
Tlax	0
Jal	10
SLP	1
Sin	8
Tab	0
Oax	0
Pue	5
Gto	2
Dgo	1
Hgo	1
Gro	0
Mex	9
Qro	0
Mor	2
Mich	0
NL	5
Nay	0
Yuc	2
QRoo	1
Zac	1
