estado	visitas
Ags	0.01
BC	0.01
BCS	0.01
Cam	0.01
Coah	0.01
Col	0
Chis	0.02
Chi	0.01
Dgo	0
Gto	0.04
Gro	0.08
Hgo	0.03
Jal	0.05
Mex	0.32
Mich	0.01
Mor	0.06
Nay	0.01
NL	0.03
Oax	0.04
Pue	0.04
Qro	0.03
QRoo	0.06
SLP	0.01
Sin	0.01
Son	0.01
Tab	0.01
Tam	0.01
Tlax	0.01
Ver	0.05
Yuc	0.02
Zac	0
