estado	visitas
Ver	6
BC	0
BCS	0
Son	0
Ags	0
Col	0
Chis	9
Cam	16
Coah	1
Chi	0
DF	46
Tam	1
Tlax	0
Jal	5
SLP	0
Sin	1
Tab	26
Oax	0
Pue	7
Gto	0
Dgo	0
Hgo	0
Gro	2
Mex	9
Qro	5
Mor	2
Mich	2
NL	1
Nay	0
QRoo	37
Zac	0
