estado	visitas
Ver	0
BC	0.02
BCS	0
Son	0.02
Ags	0.3
Col	0
Chis	0.02
Cam	0
Coah	0.06
Chi	0.02
DF	0.06
Tam	0.02
Tlax	0
Jal	0.13
SLP	0.08
Sin	0.02
Tab	0
Oax	0
Pue	0.02
Gto	0.08
Dgo	0
Hgo	0
Gro	0
Mex	0.06
Qro	0.04
Mor	0
Mich	0
NL	0.08
Nay	0
Yuc	0
QRoo	0
