estado	visitas
Ver	0
BC	0
BCS	0
Son	0
Ags	0.05
Col	0
Chis	0
Cam	0.03
Coah	0.43
Chi	0
DF	0.22
Tam	0
Tlax	0
Jal	0.03
SLP	0.03
Sin	0.08
Tab	0
Oax	0
Pue	0
Gto	0.03
Hgo	0
Gro	0
Mex	0.03
Qro	0
Mor	0
Mich	0
NL	0.05
Nay	0
Yuc	0
QRoo	0
Zac	0.03
