estado	visitas
Ver	1
BC	0
BCS	1
Son	0
Ags	0
Col	0
Chis	1
Cam	1
Coah	1
Chi	0
DF	128
Tam	2
Tlax	0
Jal	1
SLP	3
Sin	0
Tab	3
Oax	2
Pue	8
Gto	2
Dgo	0
Hgo	1
Gro	8
Mex	23
Qro	2
Mor	184
Mich	0
NL	2
Nay	0
Yuc	4
QRoo	3
Zac	1
