estado	visitas
Ver	0.03
BC	0
BCS	0.01
Son	0.01
Ags	0.03
Col	0
Chis	0
Cam	0
Coah	0.03
Chi	0
DF	0.19
Tam	0.01
Tlax	0
Jal	0.12
Sin	0
Tab	0
Oax	0
Pue	0
Gto	0.12
Dgo	0.01
Hgo	0.1
Gro	0.03
Mex	0.07
Qro	0.13
Mor	0
Mich	0.01
NL	0.03
Nay	0
Yuc	0
QRoo	0
Zac	0.03
