estado	visitas
Ver	0
BC	0
BCS	0
Son	1
Ags	0
Col	0
Chis	0
Cam	0
Coah	19
Chi	4
DF	5
Tam	0
Tlax	0
Jal	2
SLP	1
Sin	5
Tab	0
Oax	1
Pue	1
Gto	0
Dgo	126
Hgo	0
Gro	0
Mex	0
Qro	1
Mor	1
Mich	0
NL	4
Nay	0
Yuc	1
QRoo	0
Zac	1
