estado	visitas
Ags	0.02
BC	0.03
BCS	0.02
Cam	0.01
Coah	0.01
Col	0.05
Chis	0.02
Chi	0.01
DF	0.3
Dgo	0
Gto	0.07
Gro	0.02
Hgo	0.02
Mex	0.05
Mich	0.03
Mor	0
Nay	0.04
NL	0.04
Oax	0.02
Pue	0.01
Qro	0.02
QRoo	0.03
SLP	0.01
Sin	0.04
Son	0.03
Tab	0.01
Tam	0.01
Tlax	0
Ver	0.02
Yuc	0.01
Zac	0
