estado	visitas
Ags	0
BC	0
BCS	0
Cam	0.02
Coah	0.03
Col	0
Chis	0
Chi	0.01
DF	0.29
Dgo	0
Gto	0.01
Gro	0.02
Hgo	0.03
Jal	0.04
Mex	0.03
Mich	0
Mor	0.01
Nay	0.01
NL	0.03
Oax	0.07
Pue	0.07
Qro	0
QRoo	0.07
SLP	0
Sin	0
Son	0.02
Tab	0.12
Tam	0
Tlax	0
Ver	0.08
Yuc	0.07
Zac	0
