estado	visitas
Ver	0.06
BC	0.01
BCS	0.01
Son	0.01
Ags	0.01
Col	0.01
Chis	0.02
Cam	0
Coah	0.01
Chi	0.01
Tam	0.02
Tlax	0.01
Jal	0.07
SLP	0.01
Sin	0.01
Tab	0.02
Oax	0.03
Pue	0.08
Gto	0.04
Dgo	0.01
Hgo	0.08
Gro	0.07
Mex	0
Qro	0.09
Mor	0.18
Mich	0.02
NL	0.05
Nay	0.01
Yuc	0.02
QRoo	0.04
Zac	0.01
