estado	visitas
Ver	14
BC	2
BCS	6
Son	2
Ags	1
Col	3
Chis	4
Cam	3
Coah	2
Chi	1
DF	737
Tam	3
Tlax	1
Jal	23
SLP	4
Sin	3
Tab	4
Oax	2
Pue	7
Gto	11
Dgo	1
Hgo	17
Gro	12
Mex	1506
Qro	16
Mor	5
Mich	4
NL	10
Nay	1
Yuc	8
QRoo	20
Zac	2
