estado	visitas
Ver	508
BC	527
BCS	483
Son	501
Ags	474
Col	526
Chis	532
Cam	490
Coah	465
Chi	508
DF	497
Tam	486
Tlax	480
Jal	502
SLP	545
Sin	534
Tab	473
Oax	485
Pue	511
Gto	517
Dgo	504
Hgo	473
Gro	525
Mex	495
Qro	460
Mor	487
Mich	510
NL	521
Nay	486
Yuc	439
QRoo	512
Zac	480
