estado	visitas
Ver	14
BC	1
BCS	2
Son	1
Ags	2
Col	1
Chis	0
Cam	0
Coah	5
Chi	0
DF	30
Tlax	0
Jal	3
SLP	6
Sin	1
Tab	1
Oax	0
Pue	3
Gto	9
Dgo	0
Hgo	3
Gro	1
Mex	3
Qro	6
Mor	0
Mich	1
NL	42
Nay	0
Yuc	1
QRoo	2
Zac	0
