estado	visitas
Ags	0.03
BC	0.09
BCS	0
Cam	0
Coah	0
Col	0.03
Chis	0
Chi	0
DF	0.12
Dgo	0
Gto	0.06
Gro	0
Hgo	0.06
Jal	0.42
Mex	0.03
Mich	0
Mor	0
NL	0.03
Oax	0
Pue	0.03
Qro	0
QRoo	0.03
SLP	0.03
Sin	0.03
Son	0
Tab	0
Tam	0
Tlax	0
Ver	0
Yuc	0
Zac	0
