estado	visitas
Ver	0.02
BC	0.17
BCS	0.03
Ags	0
Col	0.02
Chis	0
Cam	0
Coah	0
Chi	0.05
DF	0.2
Tam	0
Tlax	0
Jal	0.11
SLP	0
Sin	0.2
Tab	0
Oax	0
Pue	0
Gto	0.03
Dgo	0.02
Hgo	0
Gro	0
Mex	0.02
Qro	0
Mor	0
Mich	0
NL	0.08
Nay	0.02
Yuc	0
QRoo	0.05
Zac	0
