estado	visitas
Ags	0
BCS	0.03
Cam	0
Coah	0
Col	0
Chis	0
Chi	0.03
DF	0.24
Dgo	0
Gto	0.08
Gro	0.03
Hgo	0
Jal	0.14
Mex	0.03
Mich	0.03
Mor	0
Nay	0
NL	0.05
Oax	0
Pue	0.03
Qro	0
QRoo	0
SLP	0
Sin	0
Son	0.3
Tab	0
Tam	0
Tlax	0
Ver	0
Yuc	0
Zac	0.03
