estado	visitas
Ver	0.03
BC	0
BCS	0
Son	0.01
Ags	0.01
Col	0
Chis	0.02
Cam	0.01
Coah	0.01
Chi	0
DF	0.42
Tam	0.01
Tlax	0
Jal	0.04
SLP	0.01
Sin	0.01
Tab	0.01
Oax	0
Pue	0.08
Gto	0.01
Dgo	0.01
Gro	0.01
Mex	0.16
Qro	0.08
Mor	0
Mich	0.01
NL	0.02
Nay	0.01
Yuc	0
QRoo	0.03
Zac	0
