estado	visitas
Ver	0.03
BC	0.03
BCS	0
Son	0.06
Ags	0.03
Col	0.03
Chis	0.03
Cam	0
Coah	0.06
DF	0.16
Tam	0
Tlax	0
Jal	0.03
SLP	0.03
Sin	0.03
Tab	0
Oax	0
Pue	0.03
Gto	0.03
Dgo	0.03
Hgo	0.06
Gro	0
Mex	0.06
Qro	0
Mor	0
Mich	0
NL	0.12
Nay	0
Yuc	0.03
QRoo	0.03
Zac	0.06
